,chr,pos,region_x,gene_x,Not_annot,prom_gene,prom_region,promoter,pseudogene,snRNA,tRNA,lnc_RNA,snoRNA,rRNA,miRNA,exon,3'UTR,5'UTR,alternative UTR,intron,num_gene_hit,accunted_for,check
58,NW_022145572.1,517157,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,NW_022145572.1,517417,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,NW_022145594.1,7599,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,NW_022145594.1,3740098,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,NW_022145594.1,4140505,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,NW_022145594.1,4275263,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,NW_022145594.1,4312147,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,NW_022145594.1,4312333,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,NW_022145594.1,4362106,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,NW_022145594.1,4686251,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,NW_022145594.1,4695977,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,NW_022145594.1,4697506,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,NW_022145594.1,5468273,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,NW_022145594.1,5506144,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,NW_022145594.1,8398413,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,NW_022145594.1,8580431,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,NW_022145594.1,8651497,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,NW_022145594.1,8659474,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,NW_022145594.1,8670128,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,NW_022145594.1,8687823,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,NW_022145594.1,8764091,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,NW_022145594.1,8781257,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,NW_022145594.1,8787211,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,NW_022145594.1,8822165,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,NW_022145594.1,8836102,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,NW_022145594.1,8960933,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,NW_022145594.1,8988212,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,NW_022145594.1,9026440,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,NW_022145594.1,9183918,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,NW_022145594.1,9184091,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,NW_022145594.1,10052671,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,NW_022145594.1,10161598,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,NW_022145594.1,11408770,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,NW_022145594.1,12161015,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,NW_022145594.1,12165389,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,NW_022145594.1,12165408,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,NW_022145594.1,12165480,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,NW_022145594.1,12168224,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,NW_022145594.1,12189223,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,NW_022145594.1,12190735,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,NW_022145594.1,12192455,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,NW_022145594.1,12219747,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,NW_022145594.1,12220287,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,NW_022145594.1,17788703,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,NW_022145594.1,19102225,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,NW_022145594.1,19103257,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,NW_022145594.1,26913153,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NW_022145594.1,27165331,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NW_022145594.1,27208994,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,NW_022145594.1,27209379,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,NW_022145594.1,27209391,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,NW_022145594.1,27760386,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,NW_022145594.1,28619491,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,NW_022145594.1,29182837,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,NW_022145594.1,29225282,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,NW_022145594.1,31549735,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,NW_022145594.1,31550222,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,NW_022145594.1,31550733,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,NW_022145594.1,32263675,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,NW_022145594.1,32298439,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,NW_022145594.1,38602386,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,NW_022145594.1,39299373,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,NW_022145594.1,41369518,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,NW_022145594.1,41735660,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,NW_022145594.1,41996692,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,NW_022145594.1,42084774,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,NW_022145594.1,42202373,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,NW_022145594.1,42230994,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,NW_022145594.1,42352830,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,NW_022145594.1,43938780,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,NW_022145594.1,48084323,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NW_022145594.1,49496375,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,NW_022145594.1,49538690,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,NW_022145594.1,49946401,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,NW_022145594.1,50367795,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,NW_022145594.1,50634705,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,NW_022145594.1,51570773,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,NW_022145594.1,51601360,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,NW_022145594.1,51802659,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,NW_022145595.1,346032,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,NW_022145595.1,420721,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,NW_022145595.1,423205,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,NW_022145595.1,427370,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,NW_022145595.1,428146,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,NW_022145595.1,870507,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,NW_022145595.1,1463574,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,NW_022145595.1,1738460,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,NW_022145595.1,1750196,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,NW_022145595.1,1752060,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,NW_022145595.1,1752063,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,NW_022145595.1,1772704,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,NW_022145595.1,1801513,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,NW_022145595.1,1827862,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,NW_022145595.1,1828721,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,NW_022145595.1,1829034,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,NW_022145595.1,1845992,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,NW_022145595.1,1885037,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,NW_022145595.1,1960469,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,NW_022145595.1,1972866,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,NW_022145595.1,2046115,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,NW_022145595.1,2874054,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,NW_022145595.1,3019175,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,NW_022145595.1,3019225,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,NW_022145595.1,3119824,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,NW_022145595.1,3119913,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,NW_022145595.1,3683765,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,NW_022145595.1,4159607,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,NW_022145595.1,4161006,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,NW_022145595.1,4161200,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,NW_022145595.1,4164698,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,NW_022145595.1,4171160,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,NW_022145595.1,4187230,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,NW_022145595.1,4207496,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,NW_022145595.1,4325319,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,NW_022145595.1,4949717,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,NW_022145595.1,4949985,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,NW_022145595.1,4951004,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,NW_022145595.1,4951021,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,NW_022145595.1,5247730,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,NW_022145595.1,5247739,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,NW_022145595.1,5746602,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,NW_022145595.1,5917358,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,NW_022145595.1,5939765,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,NW_022145595.1,5981802,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,NW_022145595.1,5982727,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,NW_022145595.1,5982739,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,NW_022145595.1,6163165,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,NW_022145595.1,6163917,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,NW_022145595.1,6474824,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,NW_022145595.1,8697891,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,NW_022145595.1,8741985,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,NW_022145595.1,9117293,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,NW_022145595.1,9181378,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,NW_022145595.1,11782160,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,NW_022145595.1,11811654,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,NW_022145595.1,11843823,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,NW_022145595.1,11850225,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,NW_022145595.1,11851732,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,NW_022145595.1,12784238,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,NW_022145595.1,12839988,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,NW_022145595.1,12919824,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,NW_022145595.1,12982866,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,NW_022145595.1,13076123,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,NW_022145595.1,13182647,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,NW_022145595.1,13337589,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,NW_022145595.1,13693532,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,NW_022145595.1,13797175,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,NW_022145595.1,14009396,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,NW_022145595.1,14017174,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,NW_022145595.1,14035793,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,NW_022145595.1,14037506,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,NW_022145595.1,14051636,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,NW_022145595.1,14070661,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,NW_022145595.1,14070666,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,NW_022145595.1,14107121,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,NW_022145595.1,14110316,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,NW_022145595.1,14111032,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,NW_022145595.1,14111169,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,NW_022145595.1,14111233,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,NW_022145595.1,14208220,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,NW_022145595.1,14279056,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,NW_022145595.1,15495616,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,NW_022145595.1,15496708,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,NW_022145595.1,15513516,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,NW_022145595.1,15514810,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,NW_022145595.1,15559491,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,NW_022145595.1,15569408,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,NW_022145595.1,15569941,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,NW_022145595.1,15610173,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,NW_022145595.1,15610461,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,NW_022145595.1,15613494,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,NW_022145595.1,15613500,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,NW_022145595.1,15623798,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,NW_022145595.1,15643377,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,NW_022145595.1,15643420,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,NW_022145595.1,15667732,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,NW_022145595.1,15677519,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,NW_022145595.1,15826474,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,NW_022145595.1,16179776,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,NW_022145595.1,16482243,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,NW_022145595.1,16517314,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,NW_022145595.1,17282024,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,NW_022145595.1,17368835,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,NW_022145595.1,17384160,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,NW_022145595.1,18082504,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NW_022145595.1,18082591,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,NW_022145595.1,18858008,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,NW_022145595.1,19210121,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,NW_022145595.1,19943670,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,NW_022145595.1,22634634,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
