,chr,pos,region_x,gene_x,Not_annot,prom_gene,prom_region,promoter,pseudogene,snRNA,tRNA,lnc_RNA,snoRNA,rRNA,miRNA,exon,3'UTR,5'UTR,alternative UTR,intron,num_gene_hit,accunted_for,check
51,NW_022145594.1,44586972,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,NW_022145594.1,45450771,['intron'],['LOC105444985'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
53,NW_022145594.1,49458796,['exon'],['LOC763631'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
54,NW_022145594.1,49658151,['intron'],['LOC100890984'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
55,NW_022145594.1,51570773,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,NW_022145595.1,351202,['intron'],['LOC754797'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,NW_022145595.1,384717,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,NW_022145595.1,817652,['exon'],['LOC373533'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
59,NW_022145595.1,1463574,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,NW_022145595.1,1738460,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,NW_022145595.1,1752060,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,NW_022145595.1,1827862,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,NW_022145595.1,2033721,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,NW_022145595.1,3119824,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,NW_022145595.1,3145204,['intron'],['LOC581090'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
66,NW_022145595.1,3150239,['intron'],['LOC581090'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
67,NW_022145595.1,3424132,['intron'],['LOC582198'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
68,NW_022145595.1,4088169,['intron'],['LOC585058'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
69,NW_022145595.1,4362970,['exon'],['LOC592311'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
70,NW_022145595.1,4364126,['intron'],['LOC592311'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
71,NW_022145595.1,4368846,['intron'],['LOC592311'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
72,NW_022145595.1,4371837,['intron'],['LOC592311'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
73,NW_022145595.1,4376944,"[""3'UTR"", ""3'UTR""]","['LOC592311', 'LOC585628']",0,,,0.0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0
74,NW_022145595.1,4483839,['not_annot'],[nan],0,['LOC583790'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75,NW_022145595.1,4943000,['not_annot'],[nan],0,['LOC100888455'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
76,NW_022145595.1,4943758,['not_annot'],[nan],0,['LOC100888455'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
77,NW_022145595.1,5746602,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,NW_022145595.1,5939765,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,NW_022145595.1,8603968,['intron'],['LOC576280'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
80,NW_022145595.1,9024547,['intron'],['LOC578468'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
81,NW_022145595.1,9068275,['intron'],['LOC578468'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
82,NW_022145595.1,9180714,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,NW_022145595.1,9181378,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,NW_022145595.1,11696279,['exon'],['LOC582405'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
85,NW_022145595.1,11843823,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,NW_022145595.1,11916285,['not_annot'],[nan],0,['LOC589462'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
87,NW_022145595.1,11916807,"[""5'UTR""]",['LOC589462'],0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
88,NW_022145595.1,12982866,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,NW_022145595.1,13103294,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,NW_022145595.1,13219172,['intron'],['LOC764440'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
91,NW_022145595.1,13521330,['intron'],['LOC115921858'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,NW_022145595.1,13527962,['exon'],['LOC115921859'],0,['LOC105437407'],['protein_coding'],1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
93,NW_022145595.1,13648524,['intron'],['LOC582509'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,NW_022145595.1,13649746,['intron'],['LOC582509'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
95,NW_022145595.1,14110316,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,NW_022145595.1,14111169,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,NW_022145595.1,14649035,['exon'],['LOC105442703'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
98,NW_022145595.1,14649496,['exon'],['LOC105442703'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
99,NW_022145595.1,15495616,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,NW_022145595.1,15513516,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,NW_022145595.1,15569408,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,NW_022145595.1,15610461,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,NW_022145595.1,15612338,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,NW_022145595.1,15623798,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,NW_022145595.1,16482243,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,NW_022145595.1,16570683,"[""3'UTR""]",['LOC373203'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
107,NW_022145595.1,16853534,['intron'],['LOC579423'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
108,NW_022145595.1,17155243,['exon'],['LOC589253'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
109,NW_022145595.1,17155263,"[""5'UTR""]",['LOC589253'],0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
110,NW_022145595.1,17282024,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,NW_022145595.1,17347604,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,NW_022145595.1,18082591,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,NW_022145595.1,19149210,['intron'],['LOC590342'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
114,NW_022145595.1,19210121,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,NW_022145595.1,19239965,"[""5'UTR""]",['LOC585462'],0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
116,NW_022145595.1,19504724,['exon'],['LOC574824'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
117,NW_022145595.1,19902724,['intron'],['LOC105437485'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
118,NW_022145595.1,22473258,['intron'],['LOC587128'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
119,NW_022145595.1,22659163,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,NW_022145595.1,22940500,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,NW_022145595.1,23867237,"[""3'UTR""]",['LOC100888728'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
122,NW_022145595.1,24472929,['intron'],['LOC100888073'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
123,NW_022145595.1,24726894,['exon'],['LOC100891818'],0,['LOC105440933'],['protein_coding'],1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
124,NW_022145595.1,24756021,['intron'],['LOC115921590'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
125,NW_022145595.1,25157730,['intron'],['LOC100891013'],0,['LOC105441299'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
126,NW_022145595.1,25333054,['exon'],['LOC579645'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
127,NW_022145595.1,25483380,['intron'],['LOC575591'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
128,NW_022145595.1,25496394,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,NW_022145595.1,25557834,['not_annot'],[nan],0,['LOC115921866'],['protein_coding'],1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
130,NW_022145595.1,26308878,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,NW_022145595.1,26785205,['intron'],['LOC756368'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
132,NW_022145595.1,26984606,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,NW_022145595.1,27501516,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,NW_022145595.1,27529431,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,NW_022145595.1,27638812,['intron'],['LOC582219'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
136,NW_022145595.1,28371844,"[""3'UTR""]",['LOC585029'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
137,NW_022145595.1,28380694,['intron'],['LOC585029'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
138,NW_022145595.1,28641999,"[""3'UTR""]",['LOC592872'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
139,NW_022145595.1,28650673,['intron'],['LOC592872'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
140,NW_022145595.1,29529998,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,NW_022145595.1,29530211,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,NW_022145595.1,29530776,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,NW_022145595.1,29530826,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,NW_022145595.1,29952006,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NW_022145596.1,41302,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,NW_022145596.1,326705,"[""5'UTR""]",['LOC105444286'],0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
147,NW_022145596.1,330178,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,NW_022145596.1,830272,['intron'],['LOC115922139'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
149,NW_022145596.1,836353,['intron'],['LOC115922139'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
150,NW_022145596.1,1390216,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,NW_022145596.1,1632757,['exon'],['LOC100890453'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
152,NW_022145596.1,2158068,['exon'],['LOC581259'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
153,NW_022145596.1,2694384,['intron'],['LOC590980'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
154,NW_022145596.1,2733102,['intron'],['LOC590980'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
155,NW_022145596.1,3172732,"[""3'UTR""]",['LOC586431'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
156,NW_022145596.1,7472805,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,NW_022145596.1,8497661,"['intron', 'intron']","['LOC582099', 'LOC100889432']",0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
158,NW_022145596.1,8523851,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,NW_022145596.1,8647923,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,NW_022145596.1,8898124,['intron'],['LOC579182'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
161,NW_022145596.1,9313893,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,NW_022145596.1,9367830,"[""3'UTR""]",['LOC100889336'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
163,NW_022145596.1,9757015,['exon'],['LOC580257'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
164,NW_022145596.1,9988631,['intron'],['LOC585408'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
165,NW_022145596.1,11133756,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,NW_022145596.1,11136257,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,NW_022145596.1,11173954,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,NW_022145596.1,11179650,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,NW_022145596.1,11179788,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NW_022145596.1,11179796,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,NW_022145596.1,11179901,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,NW_022145596.1,11180102,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,NW_022145596.1,11246475,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,NW_022145596.1,11279573,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,NW_022145596.1,11281565,['exon'],['LOC576702'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
176,NW_022145596.1,11509240,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,NW_022145596.1,11514138,['intron'],['LOC588117'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
178,NW_022145596.1,11578095,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,NW_022145596.1,11598097,['intron'],['LOC585120'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
180,NW_022145596.1,11696684,['intron'],['LOC585947'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
181,NW_022145596.1,11722089,['intron'],['LOC581678'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
182,NW_022145596.1,12342634,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,NW_022145596.1,12499342,['intron'],['LOC100888702'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
184,NW_022145596.1,13024123,['intron'],['LOC580453'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
185,NW_022145596.1,13040014,['intron'],['LOC580453'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
186,NW_022145596.1,13574483,['intron'],['LOC757301'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
187,NW_022145596.1,13673128,['alternative UTR'],['LOC578304'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
188,NW_022145596.1,14455947,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,NW_022145596.1,14468593,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NW_022145596.1,14519321,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,NW_022145596.1,14625165,['intron'],['LOC586986'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
192,NW_022145596.1,15139680,['intron'],['LOC593663'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
193,NW_022145596.1,16507584,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,NW_022145596.1,16569261,['intron'],['LOC582967'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
195,NW_022145596.1,16576849,['intron'],['LOC582967'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
196,NW_022145596.1,16598193,"[""3'UTR""]",['LOC582967'],0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
197,NW_022145596.1,17472612,['exon'],['LOC579021'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
198,NW_022145596.1,17540784,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,NW_022145596.1,17597891,['intron'],['LOC588610'],0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
200,NW_022145596.1,17673519,['exon'],['LOC594257'],0,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
201,NW_022145596.1,17805346,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,NW_022145596.1,17843243,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,NW_022145596.1,17908965,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,NW_022145596.1,18230621,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,NW_022145596.1,18254675,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,NW_022145596.1,18672054,['not_annot'],[nan],1,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
